Transportation Service Provider Name:,,,,ANR Pipeline Company,,,,,,,,,,,,,,,
SEMINOLE-S WHEELER,261340,TX,Wheeler,Zone 4,WHD,R,A,7/1/99,,,N,Continuum Midstream,86747735,,,,N,,20020926 10:26
SEMINOLE-TRUNK 464-0482,261262,OK,Dewey,Zone 4,WHD,R,A,7/1/99,,,N,Continuum Midstream,86747735,,,,N,,19990609 07:35
SEMINOLE-TRUNK 464-0802,261212,OK,Custer,Zone 4,WHD,R,A,7/1/99,,,N,Continuum Midstream,86747735,,,,N,,19990609 07:35
SEMINOLE-TRUNK 482-0801,261337,TX,Hemphill,Zone 4,WHD,R,A,7/1/99,,,N,Continuum Midstream,86747735,,,,N,,20020926 10:23
SEMINOLE-TRUNK 493-0801,261342,TX,Wheeler,Zone 4,WHD,R,A,7/1/99,,,N,Continuum Midstream,86747735,,,,N,,19990802 21:37
SEMINOLE-TRUNK 493-0802,261341,TX,Wheeler,Zone 4,WHD,R,I,7/1/99,,20181221,N,Continuum Midstream,86747735,,,,N,,20181227 09:34
SEMINOLE-TRUNK 496-0615,327746,OK,Custer,Zone 4,WHD,R,A,7/1/02,,,N,Continuum Midstream,86747735,,,,N,,20041117 07:20
SEMINOLE-TX COUNTY,261333,OK,Texas,Zone 4,WHD,R,A,7/1/99,,,N,Continuum Midstream,86747735,,,,N,,19990802 21:37
SEMINOLE-WOOLFOLK MASTER,394525,OK,Harper,Zone 4,WHD,R,A,8/1/04,,,N,Continuum Midstream,86747735,,,,N,,20040820 08:59
SEYMOUR IA,4859,IA,Wayne,Zone 6,LDC,B,A,1/1/83,,,N,Interstate Power & Light,6940522,,,,N,,20140131 13:41
SEYMOUR WI,28782,WI,Outagamie,Zone 7,LDC,B,A,1/1/83,,,N,Wisconsin Gas LLC,7947047,,,,N,,20160418 08:50
SHADYSIDE/SONAT (DEL),10369,LA,St Mary,Zone 1,INT,D,A,8/24/98,,,Y,Southern Natural Gas Company,6900518,,ANR/SNG Shadyside Saint Mary,604000,Y,C000021,20181002 13:38
SHADYSIDE/SONAT (REC),33400,LA,St Mary,Zone 1,INT,R,A,1/1/83,,,Y,Southern Natural Gas Company,6900518,,ANR/SNG Shadyside Saint Mary,604000,Y,C000021,20181002 13:47
SHADYSIDE/TGP (DEL),467240,LA,St Mary,Zone 1,INT,D,A,1/4/06,,,Y,Tennessee Gas P/L Co,1939164,,ANR/TGP Shadyside-St Mary,412684,Y,C000020,20101014 21:46
SHADYSIDE/TGP (REC),467239,LA,St Mary,Zone 1,INT,R,A,1/4/06,,,Y,Tennessee Gas P/L Co,1939164,,ANR/TGP Shadyside-St Mary,412684,Y,C000020,20101004 21:47
SHARON,36936,WI,Walworth,Zone 7,LDC,B,A,1/1/83,,,N,Wisconsin Electric Power,7947385,,,,N,,20180529 15:22
SHARP ROAD DELIVERY,360907,IL,Will,Zone 7,LDC,D,A,8/11/03,,,N,Peoples GL&C,6932115,,,,N,,20161228 09:10
SHARP ROAD RECEIPT,360906,IL,Will,Zone 7,LDC,R,A,9/16/03,,,N,Peoples GL&C,6932115,,,,N,,20161228 09:10
SHAWANO,28825,WI,Shawano,Zone 7,LDC,B,A,1/1/83,,,N,Wisconsin Gas LLC,7947047,,,,N,,20150508 12:53
SHEBOYGAN,28831,WI,Sheboygan,Zone 7,LDC,B,A,1/1/83,,,N,Wisconsin Public Service Co,7947435,,,,N,,20180814 14:12
SHEBOYGAN FALLS,439345,WI,Sheboygan,Zone 7,LDC,B,A,9/28/05,,,N,Wisconsin Power & Lght,7946452,,,,N,,20170928 12:09
SHERMAN PLANT,187481,TX,Hansford,Zone 4,INT,B,I,1/17/96,,20190704,N,DCP Midstream,3048753,,,,N,,20070314 17:28
SHIRLEY,4338,IN,Henry,Zone 3,LDC,B,A,1/1/83,,,N,Fountaintown Gas,75981516,,,,N,,20181218 09:06
SHOREWOOD INTERCONNECT,138675,IL,Will,Zone 7,LDC,B,A,12/1/98,,,Y,Nicor Gas Co,6927792,,Shorewood,Station 97,Y,C000600,20171027 12:57
SLAUGHTERS/TGT (DEL),6470,KY,Webster,Zone 3,INT,D,A,1/1/83,,,Y,Texas Gas Transmission LLC,115972101,,ANR-Slaughters,8082,Y,C000592,20131016 17:42
SLAUGHTERS/TGT (REC),48639,KY,Webster,Zone 3,INT,R,A,12/1/83,,,Y,Texas Gas Transmission LLC,115972101,,ANR-Slaughters,8082,Y,C000592,20091202 20:17
SOHIO,42940,OK,Roger Mills,Zone 4,INT,B,I,10/1/87,,20180919,Y,Enable Oklahoma,7205412,,ANR Sohio,32676,Y,C000960,20180919 09:01
SOMERVILLE GROUP 1,267228,TN,Fayette,Zone 2,LDC,B,A,11/1/99,,,N,Somerville Town Of,99181786,,,,N,,19991018 21:18
SOMERVILLE NORTH INT,261477,TN,Fayette,Zone 2,LDC,D,A,8/15/99,,,N,Somerville Town Of,99181786,,,,N,,20180510 13:18
SOMERVILLE SOUTH INT,261478,TN,Fayette,Zone 2,LDC,D,A,8/15/99,,,N,Somerville Town Of,99181786,,,,N,,20180510 13:18
SOUTH APPLETON,28869,WI,Winnebago,Zone 7,LDC,B,I,1/1/83,,20190328,N,Wisconsin Public Service Co,7947435,,,,N,,20181102 15:38
SOUTH BURLINGTON (IA),174792,IA,Lee,Zone 6,LDC,B,A,8/24/94,,,N,Interstate Power & Light,6940522,,,,N,,20170607 12:39
SOUTH CHESTER DEL,1260989,MI,Crawford,Zone 7,LDC,D,A,12/1/11,,,Y,Great Lakes Gas Transmission,824900229,,South Chester,11568,Y,C000628,20120404 13:32
SOUTH CHESTER REC,1260988,MI,Crawford,Zone 7,STA,R,A,12/1/11,,,Y,Great Lakes Gas Transmission,824900229,,South Chester,11568,Y,C000628,20120404 13:32
SOUTH CHRISNEY (SIGECO),138747,IN,Spencer,Zone 3,LDC,D,A,12/1/89,,,N,Southern Indiana Gas ,6937015,,,,N,,20180510 13:18
SOUTH CRAIG INTERCONNECT,284918,MO,Holt,Zone 5,LDC,B,A,11/28/00,,,N,Golden Triangle Engy Co,540617004,,,,N,,20160203 13:54
SOUTH DEFIANCE,139399,OH,Defiance,Zone 7,LDC,B,A,12/1/89,,,N,Ohio Gas Company,3779345,,,,N,,20160414 14:09
SOUTH FOND DU LAC,28697,WI,Fond Du Lac,Zone 7,LDC,B,A,1/1/83,,,N,Wisconsin Power & Lght,7946452,,,,N,,20180727 14:23
SOUTH FORT MADISON,4742,IA,Lee,Zone 6,LDC,B,A,1/1/83,,,N,Midamerican Energy Co,884718768,,,,N,,20170607 12:39
SOUTH GRAND HAVEN,11749,MI,Ottawa,Zone 7,LDC,B,A,1/1/83,,,N,Michigan Gas Utilities,622377096,,,,N,,20171221 12:45
SOUTH GRAND RAPIDS,11674,MI,Kent,Zone 7,LDC,B,A,1/1/83,,,N,DTE Gas Company,6958540,,,,N,,20181102 16:02
SOUTH HAVEN,11795,MI,Van Buren,Zone 7,LDC,B,A,1/1/83,,,N,Michigan Gas Utilities,622377096,,,,N,,20181101 15:19
SOUTH JANESVILLE,28814,WI,Rock,Zone 7,LDC,B,A,1/1/83,,,N,Wisconsin Power & Lght,7946452,,,,N,,20170719 09:39
SOUTH MADISON,36869,WI,Dane,Zone 7,LDC,B,A,1/1/83,,,N,Madison Gas & Electric,7946346,,,,N,,20190115 11:45
SOUTH MARYVILLE,13136,MO,Nodaway,Zone 6,LDC,B,A,1/1/83,,,N,Empire District Gas,625371880,,,,N,,20140131 13:30
SOUTH OSHKOSH,28866,WI,Winnebago,Zone 7,LDC,B,I,1/1/83,,20190328,N,Wisconsin Public Service Co,7947435,,,,N,,20181102 15:38
SOUTH WAUSAU,28743,WI,Marathon,Zone 7,LDC,B,A,1/1/83,,,N,Wisconsin Public Service Co,7947435,,,,N,,20181211 10:03
SOUTHEASTERN MICH,40478,MI,St Clair,Zone 7,LDC,B,A,1/15/85,,,N,Semco Energy Inc DBA SEG,6960553,,,,N,,20171005 09:20
SPARTA-MUSKEGON,40849,MI,Kent,Zone 7,LDC,B,A,10/1/93,,,N,DTE Gas Company,6958540,,,,N,,20190122 16:43
SPEARMAN,918527,TX,Ochiltree,Zone 4,WHD,R,A,1/5/10,,,N,PVR Midstream,557207763,,,,N,,20150810 15:05
ST ANTHONY,4277,IN,Dubois,Zone 3,LDC,B,A,1/1/83,,,N,Ohio Valley Gas Corp,6940274,,,,N,,20181213 10:17
ST HENRY,40453,IN,Dubois,Zone 3,LDC,B,A,1/1/87,,,N,Community Natural Gas,7814049,,,,N,,20181213 10:17
ST HENRY -EAST OHIO GAS,112029,OH,Mercer,Zone 3,LDC,B,A,2/27/90,,,N,East Ohio Gas Co,7900475,,,,N,,20181218 09:06
ST JOSEPH,11577,MI,Berrien,Zone 7,LDC,B,A,1/1/83,,,N,Michigan Gas Utilities,622377096,,,,N,,20150211 13:12
ST JOSEPH-GRP 1,139247,MO,Holt,Zone 5,LDC,B,A,11/1/92,,,N,Empire District Gas,625371880,,,,N,,20030224 14:39
ST JOSEPH-GRP 2,139367,MO,Holt,Zone 6,LDC,B,A,11/1/92,,,N,Empire District Gas,625371880,,,,N,,19991103 21:26
ST LANDRY/FL INT,322625,LA,St Landry,Zone 1,INT,B,A,5/1/02,,,Y,Florida Gas Transmission,6924518,,ANR St Landry,78303,Y,C000255,20170829 16:56
ST MARTINVILLE E TO LRC,218192,LA,St Martin,Zone 2,INT,D,A,7/28/16,,,N,Louisiana Res Pipeline,7618135,,,,N,,20160728 14:45
ST. CLOUD,139404,WI,Sheboygan,Zone 7,LDC,B,A,9/1/93,,,N,Wisconsin Public Service Co,7947435,,,,N,,20150508 12:54
ST. MARTINVILLE EAST,147977,LA,St Martin,Zone 1,INT,R,A,1/1/03,,,N,Louisiana Res Pipeline,7618135,,,,N,,20030121 10:25
STADT ROAD INTERCONNECT,956594,WI,Wood,Zone 7,END,D,A,1/31/11,,,N,Marshfield Utilities,74778119,,,,N,,20181211 10:16
STAG LAKE(ST JOSEPH CO),22992,MI,St Joseph,Zone 7,LDC,B,A,1/1/90,,,Y,Consumers Energy,6959803,,Stag lake,1503,Y,C000192,20170426 15:08
STANBERRY,12976,MO,Gentry,Zone 6,LDC,B,A,1/1/83,,,N,Stanberry City of,51688745,,,,N,,20140331 13:32
STANLEY INTERCONNECT,201846,KY,Daviess,Zone 3,LDC,D,I,1/1/97,,20190501,Y,Atmos Energy Corp,108203241,,Owensboro Stanley,521976,Y,C003008,20180510 13:18
STEVENS POINT,28794,WI,Portage,Zone 7,LDC,B,A,1/1/83,,,N,Wisconsin Public Service Co,7947435,,,,N,,20160408 08:52
STILES RANCH,924936,TX,Wheeler,Zone 4,WHD,R,I,1/4/10,,20190201,N,Markwest Oklahoma Gas,143268097,,,,N,,20160923 12:32
STINGRAY INT,135819,LA,Cameron,Zone 1,INT,B,A,5/12/94,,,Y,Stingray Pipeline Company,74202938,,ANR/Stingray Cameron,100001,Y,C000412,20160621 11:01
STORAGE AREA INJECTION,1389085,MI,Osceola,Zone 7,STR,D,A,12/1/14,,,Y,ANR Storage Company,92454453,,Deward,,Y,C000624,20141201 15:04
STORAGE AREA WITHDRAWAL,1389086,MI,Osceola,Zone 7,STR,R,A,12/1/14,,,Y,ANR Storage Company,92454453,,Deward,,Y,C000624,20141201 15:04
STOUGHTON,28684,WI,Dane,Zone 7,LDC,D,A,1/1/83,,,N,Wisconsin Power & Lght,7946452,,,,N,,20180828 09:34
SULPHUR SPRINGS,4339,IN,Henry,Zone 3,LDC,B,A,1/1/83,,,N,Fountaintown Gas,75981516,,,,N,,20181218 09:06
SUN PRAIRIE,28679,WI,Dane,Zone 7,LDC,B,A,1/1/83,,,N,Wisconsin Gas LLC,7947047,,,,N,,20190115 11:45
SURING,28773,WI,Oconto,Zone 7,LDC,B,A,1/1/83,,,N,Wisconsin Public Service Co,7947435,,,,N,,20150508 12:54
SWANTON,139401,OH,Lucas,Zone 7,LDC,B,A,10/1/92,,,N,Ohio Gas Company,3779345,,,,N,,20100120 14:38
TECHE PLANT (CLECO),218538,LA,St Mary,Zone 1,END,D,A,10/7/05,,,N,Cleco Power,6948178,,,,N,,20080422 20:16
TENNESSEE-LAFOURCHE PAR,9010,LA,Lafourche,-,LDC,D,A,6/1/89,,,N,Tennessee Gas P/L Co,1939164,,,,Y,C000020,19970703 09:49
TEPETATE,1387567,LA,Acadia,Zone 1,INT,D,A,9/13/13,,,N,Enlink Midstream,878636729,,,,N,,20181214 09:21
THREE OAKS,11574,MI,Berrien,Zone 7,LDC,B,A,1/1/83,,,N,Semco Energy Inc DBA SEG,6960553,,,,N,,20180927 17:04
THREE RIVERS,11785,MI,St Joseph,Zone 7,LDC,B,A,1/1/83,,,N,Semco Energy Inc DBA SEG,6960553,,,,N,,20170914 12:10
TIFFANY,261575,WI,Rock,Zone 7,LDC,B,A,7/15/99,,,N,Wisconsin Power & Lght,7946452,,,,N,,20180529 15:21
TIFFANY EAST,384134,WI,Rock,Zone 7,LDC,B,A,3/22/04,,,N,Wisconsin Power & Lght,7946452,,,,N,,20180711 11:56
TIGER INTERCONNECT,927982,LA,Richland,Zone 2,INT,R,A,11/1/10,,,Y,ETC Tiger Pipeline LLC,829521983,,ANR,78542,Y,C001013,20101130 15:51
TOMAHAWK,28734,WI,Lincoln,Zone 7,LDC,B,A,1/1/83,,,N,Wisconsin Public Service Co,7947435,,,,N,,20181211 10:03
TOWN HALL DR,513131,WI,Dane,Zone 7,INT,R,A,1/1/20,,,N,Dane Renew,990000028,,,,,,20200430 11:03
TRANSOK INT-ROGER MILLS,217684,TX,Wheeler,Zone 4,INT,B,A,12/11/96,,,Y,Enable Oklahoma,7205412,,ANR Roger Mills,24500,Y,C000960,20031016 17:42
TRANSOK INT-SW 1 D,217689,OK,Roger Mills,Zone 4,INT,B,A,4/6/99,,,Y,Enable Oklahoma,7205412,,ANR SW1E,24505,Y,C000960,20180919 09:00
TRENTON INTERCONNECT,218539,TN,Gibson,Zone 2,LDC,D,A,12/8/10,,,N,Gibson Co Utility Dist,43139385,,,,N,,20181009 13:08
TROY PLANT - MAUMEE,1181282,OH,Lucas,Zone 7,LDC,B,A,7/1/10,,,N,East Ohio Gas Co,7900475,,,,N,,20110125 08:30
TWIN LAKE,153799,MI,Kalkaska,Zone 7,LDC,B,A,7/1/93,,,N,DTE Gas Company,6959540,,,,N,,20070314 17:28
TWO RIVERS,28740,WI,Manitowoc,Zone 7,LDC,B,A,1/1/83,,,N,Wisconsin Public Service Co,7947435,,,,N,,20180814 14:12
UNIONVILLE,40195,MO,Putnam,Zone 6,LDC,B,A,1/1/83,,,N,Unionville City Of,23551005,,,,N,,20150709 11:42
VALDERS,28738,WI,Manitowoc,Zone 7,LDC,B,A,1/1/83,,,N,Wisconsin Public Service Co,7947435,,,,N,,20180814 14:12
VECTOR -ST JOHN/REC,360885,IN,Lake,Zone 7,INT,R,A,5/15/03,,,Y,Vector Pipeline LP,879136682,,ANR,368685,Y,C001209,20100512 14:43
VECTOR-ST JOHN/DEL,360905,IN,Lake,Zone 7,INT,D,A,5/15/03,,,Y,Vector Pipeline LP,879136682,,ANR,368685,Y,C001209,20090306 14:33
VEDO GRP-1,1400988,OH,Darke,Zone 3,LDC,B,A,5/19/15,,,N,ANR Pipeline Company,6958581,,,,N,,20150519 11:14
VENTURA/OFFSYSTEM NB,153713,IA,Hancock,-,OTH,B,A,8/1/84,,,N,ANR Pipeline Company,6958581,,,,N,,19970805 20:53
VIOLA,3976,IL,Mercer,Zone 6,LDC,B,A,1/1/83,,,N,Ameren Illinois Company,6936017,,,,N,,20170607 12:39
WAMEGO,1395865,KS,Pottawatomie,Zone 5,LDC,D,A,10/30/15,,,N,Kansas Gas SVCS (One Gas),504804202,,,,N,,20171201 12:20
WAPELLO,4750,IA,Louisa,Zone 6,LDC,B,A,1/1/83,,,N,Interstate Power & Light,6940522,,,,N,,20170607 12:39
WATERLOO,28682,WI,Dane,Zone 7,LDC,B,A,1/1/83,,,N,Wisconsin Gas LLC,7947047,,,,N,,20190115 11:45
WAUKESHA,28844,WI,Waukesha,Zone 7,LDC,B,A,1/1/83,,,N,Wisconsin Electric Power,7947385,,,,N,,20180124 07:23
WAUPACA,28859,WI,Waupaca,Zone 7,LDC,B,A,1/1/83,,,N,Wisconsin Gas LLC,7947047,,,,N,,20160408 08:47
WAUSAU,28747,WI,Marathon,Zone 7,LDC,B,A,1/1/83,,,N,Wisconsin Public Service Co,7947435,,,,N,,20181211 10:03
WAUSEON,198847,OH,Fulton,Zone 7,LDC,B,A,7/30/96,,,N,East Ohio Gas Co,7900475,,,,N,,20160414 14:10
WAYLAND IA,4689,IA,Henry,Zone 6,LDC,B,A,1/1/83,,,N,Wayland City of,52095023,,,,N,,20170607 12:39
WAYLAND MI,11567,MI,Allegan,Zone 7,LDC,D,A,9/15/11,,,N,Michigan Gas Utilities,622377096,,,,N,,20171221 12:45
WEAKLEY COUNTY INT,274229,TN,Weakley,Zone 2,END,B,A,2/28/00,,,N,Tenn Valley Auth,967537572,,,,N,,20181009 13:08
WEEKS ISLA/LIG PL,233620,LA,St Mayr,Zone 1,INT,B,A,3/1/98,,,N,Enlink LIG,41220351,,,,N,,20100423 15:02
WEST BEND,40496,WI,Washington,Zone 7,LDC,B,A,1/1/83,,,N,Wisconsin Gas LLC,7947047,,,,N,,20180327 15:13
WEST BURLINGTON,4614,IA,Des Moines,Zone 6,LDC,B,A,1/1/83,,,N,Interstate Power & Light,6940522,,,,N,,20170607 12:39
WEST GREEN BAY,28788,WI,Outagamie,Zone 7,LDC,B,A,1/1/83,,,N,Wisconsin Public Service Co,7947435,,,,N,,20150508 12:51
WEST LAKE ARTHUR,8650,LA,Jefferson Davis,Zone 1,INT,B,A,6/1/08,,,N,"Energy Projects, Inc.",504804184,,,,N,,20031016 17:42
WEST MARINETTE,28760,WI,Marinette,Zone 7,LDC,B,A,1/1/83,,,N,Wisconsin Public Service Co,7947435,,,,N,,20180601 10:15
WEST POINT,4730,IA,Lee,Zone 6,LDC,B,A,1/1/83,,,N,Midamerican Energy Co,884718768,,,,N,,20170607 12:39
WEST SHELBYVILLE,4475,IN,Shelby,Zone 3,LDC,B,A,7/1/90,,,N,Indiana Gas Company,6938211,,,,N,,20181218 09:06
WEST TEXAS GAS INT,158286,TX,Hansford,Zone 4,LDC,B,A,11/24/15,,,N,West Texas Gas Inc,60150745,,,,N,,20151124 14:31
WESTERN FARMERS ANR,951568,OK,Woodward,Zone 4,INT,B,I,2/12/10,,20181016,N,Oneok Western Trail,79453579,,,,N,,20181022 12:26
WESTON PLANT,28742,WI,Marathon,Zone 7,LDC,B,A,1/1/83,,,N,Wisconsin Public Service Co,7947435,,,,N,,20181211 10:03
WESTRICK,513105,OH,Defiance,Zone 3,INT,R,A,8/24/17,,,Y,Rover Pipeline LLC,79717714,,ANR Westrick,ANRWK,Y,C004602,20170824 09:51
WETMORE,5588,KS,Nemha,Zone 5,LDC,B,A,1/1/83,,,N,Wetmore City of,47094339,,,,N,,20140131 13:23
WEVER,4732,IA,Lee,Zone 6,LDC,B,A,1/1/83,,,N,Midamerican Energy Co,884718768,,,,N,,20170607 12:39
WEYAUWEGA,42139,WI,Waupaca,Zone 7,LDC,B,A,1/1/83,,,N,Wisconsin Gas LLC,7947047,,,,N,,20160408 08:49
WHEELER,523099,IN,Porter,Zone 7,LDC,B,A,10/10/22,,,N,NIPSCO,6937585,,,,N,,20241608 11:00
WHEELER HIDETOWN,490942,TX,Wheeler,Zone 4,WHD,R,A,4/20/07,,,N,Enbridge P/L (TX Gath),32358744,,,,N,,20180516 14:50 
WHITE PIGEON,11783,MI,St Joseph,Zone 7,LDC,B,A,1/1/83,,,N,Semco Energy Inc DBA SEG,6960553,,,,N,,20170914 12:10
WHITEHOUSE,327069,OH,Lucas,Zone 7,LDC,D,A,1/17/03,,,N,Ohio Gas Company,3779345,,,,N,,20160414 14:05
WHITETAIL,513109,MO,Putnam,Zone 6,INT,R,A,5/1/21,,,N,Roeslein Missouri,504804288,,,,N,,20210730 10:00
WHITETAIL BUYBACK,523104,MO,Putnam,Zone 6,INT,D,A,5/1/21,,,N,Roeslein Missouri,504804288,,,,N,,20210730 10:00
WI STATE BOYS SCHOOL,28700,WI,Fond Du Lac,Zone 7,LDC,B,A,1/1/83,,,N,Wisconsin Public Service Co,7947435,,,,N,,20180727 14:23
WILD ROSE,28863,WI,Waushara,Zone 7,LDC,B,A,1/1/83,,,N,Wisconsin Gas LLC,7947047,,,,N,,20180928 15:52
WILL COUNTY INT,246067,IL,Will,Zone 7,INT,B,A,12/22/98,,,Y,Northern Border,21632583,,Will County,246067,Y,C000626,20190104 17:28
WILLOW RUN (RECEIPT),139396,MI,Washtenaw,Zone 7,LDC,R,A,10/1/03,,,N,DTE Gas Company,6958540,,,,N,,20131114 12:49
WILLOW RUN(TO MICHCON),42078,MI,Washtenaw,Zone 7,LDC,B,A,1/1/83,,,N,DTE Gas Company,6958540,,,,N,,20161230 18:14
WILLSHIRE,16264,OH,Van Wert,Zone 3,LDC,D,A,1/1/83,,,N,East Ohio Gas Co,7900475,,,,N,,20170918 09:39
WINCHESTER (WEP SALES),100052,WI,Winnebago,Zone 7,LDC,B,A,12/1/89,,,N,Wisconsin Electric Power,7947385,,,,N,,20160408 08:55
WINDSOR,36870,WI,Columbia,Zone 7,LDC,B,A,1/1/83,,,N,Madison Gas & Electric,7946346,,,,N,,20141211 08:40
WINFIELD,4693,IA,Henry,Zone 6,LDC,B,A,1/1/83,,,N,Winfield City of,52173010,,,,N,,20170617 12:39
WISC EPC-GRP 1,139256,WI,Wisconsin,Zone 7,LDC,B,A,6/1/92,,,N,Wisconsin Electric Power,7947385,,,,N,,19990603 21:16
WISC GAS-GRP 1,139255,WI,Wisconsin,Zone 7,LDC,B,A,6/1/92,,,N,Wisconsin Gas LLC,7947047,,,,N,,20030225 14:05
WISC GAS-GRP 2,139376,WI,Wisconsin,Zone 7,LDC,B,A,10/1/02,,,N,Wisconsin Gas LLC,7947047,,,,N,,20031031 16:09
WISC POWER GRP 2,854822,WI,Wisconsin,Zone 7,LDC,B,A,7/1/09,,,N,Wisconsin Power & Lght,7946452,,,,N,,20090622 10:42
WISC POWER-GRP 1,139257,WI,Wisconsin,Zone 7,LDC,B,A,6/1/92,,,N,Wisconsin Power & Lght,7946452,,,,N,,19990603 21:16
WISCONSIN RAPIDS,28883,KS,Wood,Zone 7,LDC,B,A,1/1/83,,,N,Wisconsin Gas LLC,7947047,,,,N,,20181211 10:03
WOLCOTTVILLE,40190,IN,Lagrange,Zone 7,LDC,B,A,1/1/83,,,N,NIPSCO,6937585,,,,N,,20070314 17:28
WOOLFOLK-MUSKEGON,43703,MI,Mecosta,Zone 7,LDC,B,A,8/26/94,,,N,DTE Gas Company,6958540,,,,N,,20070314 17:29
WOOLFOLK-STORAGE OTHERS,40806,MI,Mecosta,Zone 7,STR,R,A,7/1/97,,,N,ANR Pipeline Company,6958581,,,,Y,C000623,19970703 09:49
WPSC - GROUP 1,139258,WI,Wisconsin,Zone 7,LDC,B,A,6/1/92,,,N,Wisconsin Public Service Co,7947435,,,,N,,20030225 14:06
WRIGHTSTOWN,28659,WI,Brown,Zone 7,LDC,B,A,1/1/83,,,N,Wisconsin Public Service Co,7947435,,,,N,,20160408 08:52
YOUNGS ROAD DELIVERY,523090,IL,Will,Zone 7,INT,D,A,3/9/18,,,Y,Northern Border Pipeline Company,21632583,,Will County,22612,Y,C000626,20181022 12:11
ZAHNS FARM REC,513134,WI,Oconto,Zone 7,RNG,R,A,10/1/22,,,Y,WI RNG HUB,990000048,,,,N,,20230131 09:30
ZAHNS FARM DEL,523111,WI,Oconto,Zone 7,RNG,D,A,10/1/22,,,Y,WI RNG HUB,990000048,,,,N,,20230131 09:30
ZEELAND INTERCONNECT,282436,MI,Ottawa,Zone 7,END,B,A,10/27/00,,,N,Zeeland Power Company,540617055,,,,N,,20181022 12:16